scenario,attack_enabled,malicious_client_id,attack_scale,labels_per_client,round,optimizer,learning_rate,fl_test_loss,fl_test_accuracy,sfl_test_loss,sfl_test_accuracy,fl_minus_sfl_accuracy,global_l2_distance_fl_vs_sfl,fl_time_sec,sfl_time_sec,evaluation_time_sec,total_round_time_sec,weights_dir
attack_client_0_scale_minus_5p0,True,0,-5.0,2,1,SGD,0.005,2.3218352577209473,0.0892,2.3218352577209473,0.0892,0.0,0.0,2.857415971113369,2.9587972247973084,0.6468529759440571,6.466253496939316,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,2,SGD,0.005,2.3356083698272707,0.0892,2.3356083698272707,0.0892,0.0,0.0,2.8568366249091923,2.972587323980406,0.6236391600687057,6.455820020986721,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,3,SGD,0.005,2.355005645751953,0.0892,2.355005645751953,0.0892,0.0,0.0,2.7633395451121032,3.089095522882417,0.6096693379804492,6.465314754052088,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,4,SGD,0.005,2.381752021026611,0.0892,2.381752021026611,0.0892,0.0,0.0,2.948461821069941,2.9613574179820716,0.6042753600049764,6.516713046934456,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,5,SGD,0.005,2.419183246231079,0.0892,2.419183246231079,0.0892,0.0,0.0,2.921098001068458,3.125518515938893,0.6324489549733698,6.682136901887134,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,6,SGD,0.005,2.475063558578491,0.0892,2.475063558578491,0.0892,0.0,0.0,2.8281752918846905,3.0222244360484183,0.621024708962068,6.475092249922454,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,7,SGD,0.005,2.569543468093872,0.0892,2.569543468093872,0.0892,0.0,0.0,2.820373554015532,3.0982082951813936,0.6624608899001032,6.587475352920592,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,8,SGD,0.005,2.7714808227539063,0.0892,2.7714808227539063,0.0892,0.0,0.0,2.88825241709128,2.964541268069297,0.6097475909627974,6.465633590007201,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,9,SGD,0.005,3.375759687805176,0.0892,3.375759687805176,0.0892,0.0,0.0,3.0158988418988883,3.138736217049882,0.624497557990253,6.781942067202181,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,10,SGD,0.005,5.315172386169434,0.0892,5.315172386169434,0.0892,0.0,0.0,2.7300357141066343,2.936336202081293,0.6094774480443448,6.2790358539205045,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,11,SGD,0.005,11.463827955627442,0.1032,11.463827955627442,0.1032,0.0,0.0,2.9092720558401197,2.9123497039545327,0.6172336551826447,6.441451268969104,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,2,12,SGD,0.005,30.994556982421877,0.1032,30.994556982421877,0.1032,0.0,0.0,2.8164776950143278,3.084689448820427,0.6174129929859191,6.525500729912892,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/attack_client_0_scale_minus_5p0
