scenario,attack_enabled,malicious_client_id,attack_scale,labels_per_client,round,optimizer,learning_rate,fl_test_loss,fl_test_accuracy,sfl_test_loss,sfl_test_accuracy,fl_minus_sfl_accuracy,global_l2_distance_fl_vs_sfl,fl_time_sec,sfl_time_sec,evaluation_time_sec,total_round_time_sec,weights_dir
attack_client_0_scale_minus_5p0,True,0,-5.0,4,11,SGD,0.005,2.5337776065826416,0.1028,2.5337776065826416,0.1028,0.0,0.0,2.5103042928967625,2.700996960978955,0.5759875730145723,5.789933138061315,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,12,SGD,0.005,2.6106847774505617,0.1028,2.6106847774505617,0.1028,0.0,0.0,2.5866842339746654,2.730027581099421,0.578733486821875,5.898688392015174,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,13,SGD,0.005,2.719007884979248,0.1028,2.719007884979248,0.1028,0.0,0.0,2.6669448409229517,2.718447861028835,0.5774578489363194,5.965425584930927,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,14,SGD,0.005,2.873886416244507,0.1028,2.873886416244507,0.1028,0.0,0.0,2.586454315111041,2.7816149869468063,0.5819565348792821,5.953140196157619,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,15,SGD,0.005,3.096166622924805,0.1033,3.096166622924805,0.1033,0.0,0.0,2.5850030959118158,2.7207372840493917,0.5781640990171582,5.886633264832199,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,16,SGD,0.005,3.411448403930664,0.1267,3.411448403930664,0.1267,0.0,0.0,2.5303545619826764,2.693399857962504,0.5740461060777307,5.8005063810851425,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,17,SGD,0.005,3.8472110679626463,0.2014,3.8472110679626463,0.2014,0.0,0.0,2.5520057850517333,2.7358222941402346,0.5776581431273371,5.868196709081531,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,18,SGD,0.005,4.443984809112549,0.1049,4.443984809112549,0.1049,0.0,0.0,2.532453750958666,2.685627326136455,0.5746245349291712,5.7952860891819,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,19,SGD,0.005,5.2449289970397945,0.0996,5.2449289970397945,0.0996,0.0,0.0,2.504304687026888,2.6807369999587536,0.5796298729255795,5.76733632106334,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,20,SGD,0.005,6.321113459014892,0.0978,6.321113459014892,0.0978,0.0,0.0,2.51315303100273,2.705099679995328,0.5768281170167029,5.797670409781858,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,21,SGD,0.005,7.757032479858398,0.1456,7.757032479858398,0.1456,0.0,0.0,2.510380988009274,2.709457727847621,0.5780505819711834,5.800662792054936,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,22,SGD,0.005,9.665310653686523,0.1045,9.665310653686523,0.1045,0.0,0.0,2.526466989889741,2.6997946810442954,0.5806985478848219,5.809714938048273,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,4,23,SGD,0.005,12.287623640441895,0.1008,12.287623640441895,0.1008,0.0,0.0,2.5134775938931853,2.7017056478653103,0.576193779008463,5.794027342926711,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_4_per_client/attack_client_0_scale_minus_5p0
