scenario,attack_enabled,malicious_client_id,attack_scale,labels_per_client,round,optimizer,learning_rate,fl_test_loss,fl_test_accuracy,sfl_test_loss,sfl_test_accuracy,fl_minus_sfl_accuracy,global_l2_distance_fl_vs_sfl,fl_time_sec,sfl_time_sec,evaluation_time_sec,total_round_time_sec,weights_dir
attack_client_0_scale_minus_5p0,True,0,-5.0,6,1,SGD,0.005,2.3120232418060302,0.0969,2.3120232418060302,0.0969,0.0,0.0,2.4872882950585335,2.6907670029904693,0.5726582708302885,5.753242862178013,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,2,SGD,0.005,2.3118738216400145,0.1028,2.3118738216400145,0.1028,0.0,0.0,2.590014916146174,2.835070803994313,0.5728768338449299,6.000954757910222,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,3,SGD,0.005,2.3126209815979,0.1028,2.3126209815979,0.1028,0.0,0.0,2.827620286028832,2.8762670350261033,0.574003878980875,6.283806087914854,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,4,SGD,0.005,2.314306156539917,0.1028,2.314306156539917,0.1028,0.0,0.0,2.4882838090416044,2.810567193897441,0.5784432829823345,5.879996784962714,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,5,SGD,0.005,2.3168186012268066,0.1028,2.3168186012268066,0.1028,0.0,0.0,2.6068549731280655,2.751152151962742,0.5764154870994389,5.936961465980858,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,6,SGD,0.005,2.3201717517852782,0.1028,2.3201717517852782,0.1028,0.0,0.0,2.5158507749438286,2.683830726891756,0.5735994919668883,5.776093567954376,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,7,SGD,0.005,2.3243601108551024,0.1028,2.3243601108551024,0.1028,0.0,0.0,2.5027701458893716,2.7114712060429156,0.5700223732274026,5.786980069009587,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,8,SGD,0.005,2.3294471984863283,0.1028,2.3294471984863283,0.1028,0.0,0.0,2.5340992060955614,2.7908139990177006,0.5777730708941817,5.905297866789624,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,9,SGD,0.005,2.3354424396514895,0.1028,2.3354424396514895,0.1028,0.0,0.0,2.4895687450189143,2.6960584830958396,0.5724414261057973,5.760724126826972,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
attack_client_0_scale_minus_5p0,True,0,-5.0,6,10,SGD,0.005,2.3424556007385253,0.1028,2.3424556007385253,0.1028,0.0,0.0,2.4924740090500563,2.6978888190351427,0.5964796741027385,5.789589130086824,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_6_per_client/attack_client_0_scale_minus_5p0
