scenario,attack_enabled,malicious_client_id,attack_scale,labels_per_client,round,optimizer,learning_rate,fl_test_loss,fl_test_accuracy,sfl_test_loss,sfl_test_accuracy,fl_minus_sfl_accuracy,global_l2_distance_fl_vs_sfl,fl_time_sec,sfl_time_sec,evaluation_time_sec,total_round_time_sec,weights_dir
baseline_no_attack,False,,0.0,2,1,SGD,0.005,2.3116637683868406,0.0892,2.3116637683868406,0.0892,0.0,0.0,3.248310981085524,3.26682919007726,0.6630009459331632,7.185333753935993,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,2,SGD,0.005,2.3103263153076172,0.0892,2.3103263153076172,0.0892,0.0,0.0,3.0303238569758832,3.210052701178938,0.6883844169788063,6.931493662996218,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,3,SGD,0.005,2.309050680541992,0.0892,2.309050680541992,0.0892,0.0,0.0,3.213120785076171,3.2045224979519844,0.6516633608844131,7.07207969087176,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,4,SGD,0.005,2.3078468334198,0.0892,2.3078468334198,0.0892,0.0,0.0,3.1483122610952705,3.258923094952479,0.662045278120786,7.07189942500554,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,5,SGD,0.005,2.3066964363098146,0.0903,2.3066964363098146,0.0903,0.0,0.0,3.162161143962294,3.303761877818033,0.6766074309125543,7.14542569918558,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,6,SGD,0.005,2.3055949253082275,0.1089,2.3055949253082275,0.1089,0.0,0.0,3.1239114180207253,3.3047293350100517,0.6830984149128199,7.114760114112869,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,7,SGD,0.005,2.304518962097168,0.1067,2.304518962097168,0.1067,0.0,0.0,3.121624927036464,3.30748069495894,0.6572387451305985,7.089307666989043,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,8,SGD,0.005,2.303459392929077,0.1028,2.303459392929077,0.1028,0.0,0.0,3.1574745958205312,3.444619571091607,0.6929426689166576,7.298024591989815,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,9,SGD,0.005,2.3023995887756348,0.1028,2.3023995887756348,0.1028,0.0,0.0,3.122547726146877,3.1831244670320302,0.6120561249554157,6.920590971130878,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
baseline_no_attack,False,,0.0,2,10,SGD,0.005,2.3013151863098145,0.1028,2.3013151863098145,0.1028,0.0,0.0,2.8554846849292517,2.9234801521524787,0.6362528901081532,6.418154475977644,results/weights/fl_vs_sfl_noniid_poisoning_attack/labels_2_per_client/baseline_no_attack
