labels_per_client,round,optimizer,learning_rate,fl_test_loss,fl_test_accuracy,sfl_test_loss,sfl_test_accuracy,fl_minus_sfl_accuracy,global_l2_distance_fl_vs_sfl,fl_time_sec,sfl_time_sec,evaluation_time_sec,total_round_time_sec,weights_dir
6,1,SGD,0.005,2.311481544494629,0.0892,2.311481544494629,0.0892,0.0,0.0,2.83266763179563,3.3343224099371582,0.6565303390379995,6.826670126058161,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,2,SGD,0.005,2.3099991401672364,0.0892,2.3099991401672364,0.0892,0.0,0.0,2.782606652006507,2.9921478969044983,0.6401646151207387,6.420710683101788,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,3,SGD,0.005,2.3086682678222656,0.0892,2.3086682678222656,0.0892,0.0,0.0,3.031866088975221,3.2073947829194367,0.6446448878850788,6.8869652019347996,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,4,SGD,0.005,2.3074643310546876,0.0901,2.3074643310546876,0.0901,0.0,0.0,2.9510462270118296,3.1763407420367002,0.6551508828997612,6.789009681902826,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,5,SGD,0.005,2.306376759338379,0.1068,2.306376759338379,0.1068,0.0,0.0,2.759389095939696,3.01697302586399,0.6494302591308951,6.432837693020701,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,6,SGD,0.005,2.3053823123931885,0.1213,2.3053823123931885,0.1213,0.0,0.0,2.798792371992022,2.991254216991365,0.6483327499590814,6.441046158783138,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,7,SGD,0.005,2.304469403076172,0.1098,2.304469403076172,0.1098,0.0,0.0,2.7984739339444786,3.1566210268065333,0.6420257978606969,6.599702804116532,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,8,SGD,0.005,2.3036227157592775,0.1067,2.3036227157592775,0.1067,0.0,0.0,3.0130780511535704,2.94729663990438,0.6458986129146069,6.612377067096531,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,9,SGD,0.005,2.3028207466125488,0.1051,2.3028207466125488,0.1051,0.0,0.0,2.9130712130572647,3.0460070688277483,0.6826537849847227,6.644507198827341,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,10,SGD,0.005,2.302054097747803,0.1041,2.302054097747803,0.1041,0.0,0.0,3.00094583700411,3.1018647130113095,0.6553151898551732,6.760918314103037,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,11,SGD,0.005,2.301312835693359,0.104,2.301312835693359,0.104,0.0,0.0,2.905909307068214,3.1140213729813695,0.6353397930506617,6.658006876008585,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,12,SGD,0.005,2.30057889251709,0.1038,2.30057889251709,0.1038,0.0,0.0,2.8766164029948413,3.0078604971058667,0.6778763579204679,6.565372267039493,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,13,SGD,0.005,2.2998542617797852,0.1035,2.2998542617797852,0.1035,0.0,0.0,2.918594219023362,3.1154603420291096,0.6315615400671959,6.668608301086351,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,14,SGD,0.005,2.2991278411865235,0.1036,2.2991278411865235,0.1036,0.0,0.0,2.698881240095943,2.9534314149059355,0.5162880630232394,6.171271161874756,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,15,SGD,0.005,2.298393880844116,0.1033,2.298393880844116,0.1033,0.0,0.0,2.9587592522148043,2.8989271889440715,0.6348849029745907,6.4952215410303324,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,16,SGD,0.005,2.2976464939117434,0.1036,2.2976464939117434,0.1036,0.0,0.0,2.885152231203392,3.2102595758624375,0.6433425929863006,6.745417699916288,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
6,17,SGD,0.005,2.29687347946167,0.1039,2.29687347946167,0.1039,0.0,0.0,2.9445349420420825,3.2395560517907143,0.6772078000940382,6.864080875879154,results/weights/fl_vs_sfl_noniid_label_skew/labels_6_per_client
